"id","sourceName","scientificName","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto","nocturnal","crepuscular","diurnal","bodymass_value"
"ITIS:930261","Petinomys mindanensis","Petinomys mindanensis",0,0,0,0,0,0,30,0,30,40,1,0,0,137.64
"ITIS:632520","Petinomys lugens","Petinomys lugens",0,0,0,0,0,0,30,0,30,40,1,0,0,433
"ITIS:632519","Petinomys hageni","Petinomys hageni",0,0,0,0,0,0,30,0,30,40,1,0,0,388
"ITIS:632517","Petinomys fuscocapillus","Petinomys fuscocapillus",0,0,0,0,0,0,30,0,30,40,1,0,0,794.5
"ITIS:632518","Petinomys genibarbis","Petinomys genibarbis",0,0,0,0,0,0,30,0,30,40,1,0,0,110
"ITIS:632524","Pteromys momonga","Pteromys momonga",10,0,0,0,0,0,30,0,30,30,1,0,0,297.41
"ITIS:632525","Pteromys volans","Pteromys volans",10,0,0,0,0,0,30,0,30,30,1,0,0,143.75
"ITIS:632526","Pteromyscus pulverulentus","Pteromyscus pulverulentus",0,0,0,0,0,0,30,0,20,50,1,1,1,334.25
"ITIS:632527","Trogopterus xanthipes","Trogopterus xanthipes",0,0,0,0,0,0,30,0,40,30,1,0,0,744.94
"ITIS:931282","Callosciurus albescens","Callosciurus albescens",20,0,0,0,10,0,20,0,20,30,0,0,1,220.89
"ITIS:632328","Callosciurus caniceps","Callosciurus caniceps",20,0,0,0,10,0,20,0,20,30,0,0,1,257
"ITIS:632327","Callosciurus baluensis","Callosciurus baluensis",20,0,0,0,10,0,20,0,20,30,0,0,1,356
"ITIS:632329","Callosciurus erythraeus","Callosciurus erythraeus",20,0,0,0,10,0,20,0,20,30,0,0,1,280
"ITIS:632336","Callosciurus phayrei","Callosciurus phayrei",20,0,0,0,10,0,20,0,20,30,0,0,1,269
"ITIS:632337","Callosciurus prevostii","Callosciurus prevostii",20,0,0,0,10,0,20,0,20,30,0,0,1,361.46
"ITIS:632338","Callosciurus pygerythrus","Callosciurus pygerythrus",20,0,0,0,10,0,20,0,20,30,0,0,1,252
"ITIS:632339","Callosciurus quinquestriatus","Callosciurus quinquestriatus",20,0,0,0,10,0,20,0,20,30,0,0,1,207.77
"ITIS:632334","Callosciurus notatus","Callosciurus notatus",20,0,0,0,10,0,20,0,20,30,0,0,1,197.5
"ITIS:632335","Callosciurus orestes","Callosciurus orestes",20,0,0,0,10,0,20,0,20,30,0,0,1,278
"ITIS:632333","Callosciurus nigrovittatus","Callosciurus nigrovittatus",20,0,0,0,10,0,20,0,20,30,0,0,1,202
"ITIS:632325","Callosciurus adamsi","Callosciurus adamsi",20,0,0,0,10,0,20,0,20,30,0,0,1,134.5
"ITIS:632332","Callosciurus melanogaster","Callosciurus melanogaster",20,0,0,0,10,0,20,0,20,30,0,0,1,278
"ITIS:632331","Callosciurus inornatus","Callosciurus inornatus",20,0,0,0,10,0,20,0,20,30,0,0,1,325
"ITIS:632330","Callosciurus finlaysonii","Callosciurus finlaysonii",20,0,0,0,10,0,20,0,20,30,0,0,1,278
"ITIS:632461","Sundasciurus hippurus","Sundasciurus hippurus",10,0,0,0,0,0,60,0,0,30,0,0,1,406.25
"ITIS:632466","Sundasciurus mindanensis","Sundasciurus mindanensis",10,0,0,0,0,0,60,0,0,30,0,0,1,164.46
"ITIS:632467","Sundasciurus moellendorffi","Sundasciurus moellendorffi",10,0,0,0,0,0,60,0,0,30,0,0,1,252
"ITIS:632469","Sundasciurus rabori","Sundasciurus rabori",10,0,0,0,0,0,60,0,0,30,0,0,1,163
"ITIS:632464","Sundasciurus juvencus","Sundasciurus juvencus",10,0,0,0,0,0,60,0,0,30,0,0,1,159.09
"ITIS:632462","Sundasciurus hoogstraali","Sundasciurus hoogstraali",10,0,0,0,0,0,60,0,0,30,0,0,1,159.18
"ITIS:632460","Sundasciurus davensis","Sundasciurus davensis",10,0,0,0,0,0,60,0,0,30,0,0,1,165.02
"ITIS:632468","Sundasciurus philippinensis","Sundasciurus philippinensis",10,0,0,0,0,0,60,0,0,30,0,0,1,244
"ITIS:632471","Sundasciurus steerii","Sundasciurus steerii",10,0,0,0,0,0,60,0,0,30,0,0,1,252
"ITIS:632470","Sundasciurus samarensis","Sundasciurus samarensis",10,0,0,0,0,0,60,0,0,30,0,0,1,225
"ITIS:632463","Sundasciurus jentinki","Sundasciurus jentinki",10,0,0,0,0,0,60,0,0,30,0,0,1,76
"ITIS:632459","Sundasciurus brookei","Sundasciurus brookei",10,0,0,0,0,0,60,0,0,30,0,0,1,115.5
"ITIS:632472","Sundasciurus tenuis","Sundasciurus tenuis",10,0,0,0,0,0,60,0,0,30,0,0,1,73.75
"ITIS:632465","Sundasciurus lowii","Sundasciurus lowii",10,0,0,0,0,0,60,0,0,30,0,0,1,87.5
"ITIS:632473","Sundasciurus fraterculus","Sundasciurus fraterculus",10,0,0,0,0,0,60,0,0,30,0,0,1,155.51
"ITIS:632344","Dremomys pyrrhomerus","Dremomys pyrrhomerus",20,0,0,0,0,0,30,0,30,20,0,0,1,167.73
"ITIS:632345","Dremomys rufigenis","Dremomys rufigenis",20,0,0,0,0,0,30,0,30,20,0,0,1,200
"ITIS:632343","Dremomys pernyi","Dremomys pernyi",20,0,0,0,0,0,30,0,30,20,0,0,1,198.63
"ITIS:632342","Dremomys lokriah","Dremomys lokriah",20,0,0,0,0,0,30,0,30,20,0,0,1,227
"ITIS:930262","Dremomys gularis","Dremomys gularis",20,0,0,0,0,0,30,0,30,20,0,0,1,190.97
"ITIS:632341","Dremomys everetti","Dremomys everetti",20,0,0,0,0,0,30,0,30,20,0,0,1,147.5
"ITIS:632350","Exilisciurus whiteheadi","Exilisciurus whiteheadi",20,0,0,0,0,0,0,0,0,80,0,0,1,20
"ITIS:632349","Exilisciurus exilis","Exilisciurus exilis",20,0,0,0,0,0,0,0,0,80,0,0,1,19
"ITIS:632348","Exilisciurus concinnus","Exilisciurus concinnus",20,0,0,0,0,0,0,0,0,80,0,0,1,30.85
"ITIS:632354","Funambulus sublineatus","Funambulus sublineatus",20,0,0,0,0,0,0,0,20,60,0,0,1,70.94
"ITIS:632352","Funambulus palmarum","Funambulus palmarum",20,0,0,0,0,0,0,0,20,60,0,0,1,136.4
"ITIS:632351","Funambulus layardi","Funambulus layardi",20,0,0,0,0,0,0,0,20,60,0,0,1,113.79
"ITIS:632355","Funambulus tristriatus","Funambulus tristriatus",20,0,0,0,0,0,0,0,20,60,0,0,1,139
"ITIS:632353","Funambulus pennantii","Funambulus pennantii",20,0,0,0,0,0,0,0,20,60,0,0,1,200
"ITIS:632365","Glyphotes simus","Glyphotes simus",10,0,0,0,0,0,20,0,50,20,0,0,1,50
"ITIS:632373","Hyosciurus ileile","Hyosciurus ileile",10,0,0,0,0,0,20,0,50,20,0,0,1,315
"ITIS:632372","Hyosciurus heinrichi","Hyosciurus heinrichi",10,0,0,0,0,0,20,0,50,20,0,0,1,296
"ITIS:632375","Lariscus insignis","Lariscus insignis",0,0,0,0,0,0,50,0,50,0,0,0,1,200
"ITIS:632376","Lariscus niobe","Lariscus niobe",0,0,0,0,0,0,50,0,50,0,0,0,1,190.2
"ITIS:632377","Lariscus obscurus","Lariscus obscurus",0,0,0,0,0,0,50,0,50,0,0,0,1,241.19
"ITIS:632374","Lariscus hosei","Lariscus hosei",0,0,0,0,0,0,50,0,50,0,0,0,1,180
"ITIS:632386","Menetes berdmorei","Menetes berdmorei",10,0,0,0,0,0,20,0,50,20,0,0,1,190
"ITIS:632392","Nannosciurus melanotis","Nannosciurus melanotis",10,0,0,0,0,0,20,0,50,20,0,0,1,50
"ITIS:632407","Prosciurillus weberi","Prosciurillus weberi",0,0,0,0,0,0,30,0,30,40,0,0,1,106.26
"ITIS:930263","Prosciurillus rosenbergii","Prosciurillus rosenbergii",0,0,0,0,0,0,30,0,30,40,0,0,1,90.41
"ITIS:632404","Prosciurillus abstrusus","Prosciurillus abstrusus",0,0,0,0,0,0,30,0,30,40,0,0,1,79.2
"ITIS:632406","Prosciurillus murinus","Prosciurillus murinus",0,0,0,0,0,0,30,0,30,40,0,0,1,72.9
"ITIS:632405","Prosciurillus leucomus","Prosciurillus leucomus",0,0,0,0,0,0,30,0,30,40,0,0,1,128
"ITIS:632415","Rhinosciurus laticaudatus","Rhinosciurus laticaudatus",80,0,0,0,0,0,20,0,0,0,0,0,1,228.25
"ITIS:632416","Rubrisciurus rubriventer","Rubrisciurus rubriventer",10,0,0,0,0,0,20,0,50,20,0,0,1,129.52
"ITIS:930265","Tamiops rodolphii","Tamiops rodolphii",20,0,0,0,0,0,40,0,40,0,0,0,1,64.95
"ITIS:632482","Tamiops swinhoei","Tamiops swinhoei",20,0,0,0,0,0,40,0,40,0,0,0,1,85
"ITIS:930264","Tamiops mcclellandii","Tamiops mcclellandii",20,0,0,0,0,0,40,0,40,0,0,0,1,45.84
"ITIS:632479","Tamiops maritimus","Tamiops maritimus",20,0,0,0,0,0,40,0,40,0,0,0,1,70.33
"ITIS:632324","Atlantoxerus getulus","Atlantoxerus getulus",0,0,0,0,0,0,50,0,50,0,0,1,1,251
"ITIS:632441","Spermophilopsis leptodactylus","Spermophilopsis leptodactylus",20,0,0,0,0,0,20,0,20,40,0,0,1,600
"ITIS:632486","Xerus rutilus","Xerus rutilus",10,0,0,0,20,0,20,0,30,20,0,0,1,317.5
"ITIS:632483","Xerus erythropus","Xerus erythropus",10,0,0,0,20,0,20,0,30,20,0,0,1,502.4
"ITIS:632484","Xerus inauris","Xerus inauris",10,0,0,0,20,0,20,0,30,20,0,0,1,529
"ITIS:632485","Xerus princeps","Xerus princeps",10,0,0,0,20,0,20,0,30,20,0,0,1,636
"ITIS:632346","Epixerus ebii","Epixerus ebii",20,0,0,0,0,0,80,0,0,0,0,1,1,592
"ITIS:632364","Funisciurus substriatus","Funisciurus substriatus",10,0,0,0,0,0,40,0,50,0,0,1,1,186
"ITIS:632363","Funisciurus pyrropus","Funisciurus pyrropus",10,0,0,0,0,0,40,0,50,0,0,1,1,297
"ITIS:632362","Funisciurus leucogenys","Funisciurus leucogenys",10,0,0,0,0,0,40,0,50,0,0,1,1,250
"ITIS:632361","Funisciurus lemniscatus","Funisciurus lemniscatus",10,0,0,0,0,0,40,0,50,0,0,1,1,141
"ITIS:632358","Funisciurus carruthersi","Funisciurus carruthersi",10,0,0,0,0,0,40,0,50,0,0,1,1,286
"ITIS:632359","Funisciurus congicus","Funisciurus congicus",10,0,0,0,0,0,40,0,50,0,0,1,1,112
"ITIS:632356","Funisciurus anerythrus","Funisciurus anerythrus",10,0,0,0,0,0,40,0,50,0,0,1,1,218
"ITIS:632360","Funisciurus isabella","Funisciurus isabella",10,0,0,0,0,0,40,0,50,0,0,1,1,109
"ITIS:632357","Funisciurus bayonii","Funisciurus bayonii",10,0,0,0,0,0,40,0,50,0,0,1,1,135
"ITIS:632371","Heliosciurus undulatus","Heliosciurus undulatus",20,0,0,0,20,0,30,0,30,0,0,1,1,347.33
"ITIS:632370","Heliosciurus ruwenzorii","Heliosciurus ruwenzorii",20,0,0,0,20,0,30,0,30,0,0,1,1,291
"ITIS:632367","Heliosciurus mutabilis","Heliosciurus mutabilis",20,0,0,0,20,0,30,0,30,0,0,1,1,390
"ITIS:632366","Heliosciurus gambianus","Heliosciurus gambianus",20,0,0,0,20,0,30,0,30,0,0,1,1,295
"ITIS:632368","Heliosciurus punctatus","Heliosciurus punctatus",20,0,0,0,20,0,30,0,30,0,0,1,1,174
"ITIS:632369","Heliosciurus rufobrachium","Heliosciurus rufobrachium",20,0,0,0,20,0,30,0,30,0,0,1,1,371.5
"ITIS:632391","Myosciurus pumilio","Myosciurus pumilio",0,0,0,0,0,0,0,0,0,100,0,1,1,165
"ITIS:632399","Paraxerus ochraceus","Paraxerus ochraceus",0,0,0,0,0,0,40,0,40,20,0,0,1,104.3
"ITIS:632396","Paraxerus cooperi","Paraxerus cooperi",0,0,0,0,0,0,40,0,40,20,0,0,1,250
"ITIS:632402","Paraxerus vexillarius","Paraxerus vexillarius",0,0,0,0,0,0,40,0,40,20,0,0,1,675
"ITIS:632403","Paraxerus vincenti","Paraxerus vincenti",0,0,0,0,0,0,40,0,40,20,0,0,1,190.19
"ITIS:632398","Paraxerus lucifer","Paraxerus lucifer",0,0,0,0,0,0,40,0,40,20,0,0,1,700
"ITIS:632397","Paraxerus flavovittis","Paraxerus flavovittis",0,0,0,0,0,0,40,0,40,20,0,0,1,160
"ITIS:632400","Paraxerus palliatus","Paraxerus palliatus",0,0,0,0,0,0,40,0,40,20,0,0,1,309.31
"ITIS:632394","Paraxerus boehmi","Paraxerus boehmi",0,0,0,0,0,0,40,0,40,20,0,0,1,70
"ITIS:632393","Paraxerus alexandri","Paraxerus alexandri",0,0,0,0,0,0,40,0,40,20,0,0,1,52
"ITIS:632401","Paraxerus poensis","Paraxerus poensis",0,0,0,0,0,0,40,0,40,20,0,0,1,124.5
"ITIS:632395","Paraxerus cepapi","Paraxerus cepapi",0,0,0,0,0,0,40,0,40,20,0,0,1,180
"ITIS:632409","Protoxerus stangeri","Protoxerus stangeri",0,0,0,0,0,0,30,0,70,0,0,0,1,621.5
"ITIS:632408","Protoxerus aubinnii","Protoxerus aubinnii",0,0,0,0,0,0,30,0,70,0,0,0,1,350
"ITIS:632418","Sciurotamias davidianus","Sciurotamias davidianus",10,0,0,0,0,0,20,0,50,20,0,0,1,433.51
"ITIS:632419","Sciurotamias forresti","Sciurotamias forresti",10,0,0,0,0,0,20,0,50,20,0,0,1,433.51
"ITIS:632454","Spermophilus pygmaeus","Spermophilus pygmaeus",20,0,0,0,0,0,0,0,40,40,0,0,1,136
"ITIS:930320","Spermophilus mollis","Spermophilus mollis",20,0,0,0,0,0,0,0,40,40,0,0,1,165.4
"ITIS:930317","Spermophilus canus","Spermophilus canus",20,0,0,0,0,0,0,0,40,40,0,0,1,272.85
"ITIS:632446","Spermophilus citellus","Spermophilus citellus",20,0,0,0,0,0,0,0,40,40,0,0,1,290
"ITIS:930315","Spermophilus beldingi","Spermophilus beldingi",20,0,0,0,0,0,0,0,40,40,0,0,1,280.5
"ITIS:632447","Spermophilus dauricus","Spermophilus dauricus",20,0,0,0,0,0,0,0,40,40,0,0,1,161.3
"ITIS:930314","Spermophilus armatus","Spermophilus armatus",20,0,0,0,0,0,0,0,40,40,0,0,1,313
"ITIS:930319","Spermophilus elegans","Spermophilus elegans",20,0,0,0,0,0,0,0,40,40,0,0,1,453.6
"ITIS:930316","Spermophilus brunneus","Spermophilus brunneus",20,0,0,0,0,0,0,0,40,40,0,0,1,300
"ITIS:930268","Spermophilus pallidicauda","Spermophilus pallidicauda",20,0,0,0,0,0,0,0,40,40,0,0,1,284.72
"ITIS:930269","Spermophilus ralli","Spermophilus ralli",20,0,0,0,0,0,0,0,40,40,0,0,1,284.72
"ITIS:632455","Spermophilus relictus","Spermophilus relictus",20,0,0,0,0,0,0,0,40,40,0,0,1,600
"ITIS:930322","Spermophilus richardsonii","Spermophilus richardsonii",20,0,0,0,0,0,0,0,40,40,0,0,1,406
"ITIS:632456","Spermophilus suslicus","Spermophilus suslicus",20,0,0,0,0,0,0,0,40,40,0,0,1,252
"ITIS:632443","Spermophilus alashanicus","Spermophilus alashanicus",20,0,0,0,0,0,0,0,40,40,0,0,1,267.76
"ITIS:930325","Spermophilus washingtoni","Spermophilus washingtoni",20,0,0,0,0,0,0,0,40,40,0,0,1,207.5
"ITIS:632458","Spermophilus xanthoprymnus","Spermophilus xanthoprymnus",20,0,0,0,0,0,0,0,40,40,0,0,1,289.67
"ITIS:930323","Spermophilus townsendii","Spermophilus townsendii",20,0,0,0,0,0,0,0,40,40,0,0,1,213
"ITIS:930302","Spermophilus variegatus","Spermophilus variegatus",20,0,0,0,0,0,0,0,40,40,0,0,1,691.64
"ITIS:930301","Spermophilus beecheyi","Spermophilus beecheyi",20,0,0,0,0,0,0,0,40,40,0,0,1,578.5
"ITIS:930300","Spermophilus atricapillus","Spermophilus atricapillus",20,0,0,0,0,0,0,0,40,40,0,0,1,551
"ITIS:930307","Spermophilus mexicanus","Spermophilus mexicanus",20,0,0,0,0,0,0,0,40,40,0,0,1,189.64
"ITIS:930311","Spermophilus perotensis","Spermophilus perotensis",20,0,0,0,0,0,0,0,40,40,0,0,1,140
"ITIS:930308","Spermophilus tridecemlineatus","Spermophilus tridecemlineatus",20,0,0,0,0,0,0,0,40,40,0,0,1,131.67
"ITIS:930312","Spermophilus spilosoma","Spermophilus spilosoma",20,0,0,0,0,0,0,0,40,40,0,0,1,89
"ITIS:930313","Spermophilus tereticaudus","Spermophilus tereticaudus",20,0,0,0,0,0,0,0,40,40,0,0,1,156.5
"ITIS:930310","Spermophilus mohavensis","Spermophilus mohavensis",20,0,0,0,0,0,0,0,40,40,0,0,1,190
"ITIS:930309","Spermophilus franklinii","Spermophilus franklinii",20,0,0,0,0,0,0,0,40,40,0,0,1,363
"ITIS:930305","Spermophilus lateralis","Spermophilus lateralis",20,0,0,0,0,0,0,0,40,40,0,0,1,191
"ITIS:930303","Spermophilus madrensis","Spermophilus madrensis",20,0,0,0,0,0,0,0,40,40,0,0,1,275
"ITIS:930318","Spermophilus columbianus","Spermophilus columbianus",20,0,0,0,0,0,0,0,40,40,0,0,1,493
"ITIS:930324","Spermophilus undulatus","Spermophilus undulatus",20,0,0,0,0,0,0,0,40,40,0,0,1,840
"ITIS:930298","Spermophilus adocetus","Spermophilus adocetus",20,0,0,0,0,0,0,0,40,40,0,0,1,125
"ITIS:930266","Spermophilus brevicauda","Spermophilus brevicauda",20,0,0,0,0,0,0,0,40,40,0,0,1,284.72
"ITIS:632449","Spermophilus fulvus","Spermophilus fulvus",20,0,0,0,0,0,0,0,40,40,0,0,1,596
"ITIS:930321","Spermophilus parryii","Spermophilus parryii",20,0,0,0,0,0,0,0,40,40,0,0,1,759.99
"ITIS:930299","Spermophilus annulatus","Spermophilus annulatus",20,0,0,0,0,0,0,0,40,40,0,0,1,500
"ITIS:632451","Spermophilus major","Spermophilus major",20,0,0,0,0,0,0,0,40,40,0,0,1,269.07
"ITIS:632448","Spermophilus erythrogenys","Spermophilus erythrogenys",20,0,0,0,0,0,0,0,40,40,0,0,1,254.81
"ITIS:180180","Ammospermophilus interpres","Ammospermophilus interpres",20,0,0,0,0,10,20,0,20,30,0,0,1,110.3
"ITIS:632323","Ammospermophilus insularis","Ammospermophilus insularis",20,0,0,0,0,10,20,0,20,30,0,0,1,122.31
"ITIS:180179","Ammospermophilus harrisii","Ammospermophilus harrisii",20,0,0,0,0,10,20,0,20,30,0,0,1,122
"ITIS:180182","Ammospermophilus nelsoni","Ammospermophilus nelsoni",20,0,0,0,0,10,20,0,20,30,0,0,1,160.4
"ITIS:180181","Ammospermophilus leucurus","Ammospermophilus leucurus",20,0,0,0,0,10,20,0,20,30,0,0,1,103.67
"ITIS:180186","Cynomys ludovicianus","Cynomys ludovicianus",0,0,0,0,0,0,0,0,0,100,0,0,1,1364
"ITIS:632340","Cynomys mexicanus","Cynomys mexicanus",0,0,0,0,0,0,0,0,0,100,0,0,1,899.99
"ITIS:180185","Cynomys leucurus","Cynomys leucurus",0,0,0,0,0,0,0,0,0,100,0,0,1,908.49
"ITIS:180184","Cynomys gunnisoni","Cynomys gunnisoni",0,0,0,0,0,0,0,0,0,100,0,0,1,925
"ITIS:180187","Cynomys parvidens","Cynomys parvidens",0,0,0,0,0,0,0,0,0,100,0,0,1,899.99
"ITIS:180137","Marmota monax","Marmota monax",0,0,0,0,0,0,30,0,30,40,0,0,1,3801.72
"ITIS:632382","Marmota himalayana","Marmota himalayana",0,0,0,0,0,0,30,0,30,40,0,0,1,5000
"ITIS:632383","Marmota marmota","Marmota marmota",0,0,0,0,0,0,30,0,30,40,0,0,1,2010
"ITIS:632380","Marmota camtschatica","Marmota camtschatica",0,0,0,0,0,0,30,0,30,40,0,0,1,3500
"ITIS:632385","Marmota sibirica","Marmota sibirica",0,0,0,0,0,0,30,0,30,40,0,0,1,8000
"ITIS:632381","Marmota caudata","Marmota caudata",0,0,0,0,0,0,30,0,30,40,0,0,1,4350
"ITIS:180138","Marmota broweri","Marmota broweri",0,0,0,0,0,0,30,0,30,40,0,0,1,3405
"ITIS:632379","Marmota bobak","Marmota bobak",0,0,0,0,0,0,30,0,30,40,0,0,1,5500
"ITIS:632378","Marmota baibacina","Marmota baibacina",0,0,0,0,0,0,30,0,30,40,0,0,1,7500
"ITIS:632384","Marmota menzbieri","Marmota menzbieri",0,0,0,0,0,0,30,0,30,40,0,0,1,3250
"ITIS:180141","Marmota olympus","Marmota olympus",0,0,0,0,0,0,30,0,30,40,0,0,1,6299.99
"ITIS:180142","Marmota vancouverensis","Marmota vancouverensis",0,0,0,0,0,0,30,0,30,40,0,0,1,6299.99
"ITIS:180140","Marmota flaviventris","Marmota flaviventris",0,0,0,0,0,0,30,0,30,40,0,0,1,3349.96
"ITIS:180139","Marmota caligata","Marmota caligata",0,0,0,0,0,0,30,0,30,40,0,0,1,7230.03
"ITIS:180207","Tamias striatus","Tamias striatus",20,0,0,0,0,0,20,0,30,30,0,0,1,111.91
"ITIS:632477","Tamias sibiricus","Tamias sibiricus",10,0,0,0,0,0,10,0,60,20,0,0,1,85
"ITIS:180200","Tamias quadrimaculatus","Tamias quadrimaculatus",0,0,0,0,0,0,50,0,50,0,0,0,1,85.25
"ITIS:180201","Tamias quadrivittatus","Tamias quadrivittatus",0,0,0,0,0,0,50,0,50,0,0,0,1,62.2
"ITIS:180202","Tamias ruficaudus","Tamias ruficaudus",0,0,0,0,0,0,50,0,50,0,0,0,1,68
"ITIS:552503","Tamias rufus","Tamias rufus",0,0,0,0,0,0,50,0,50,0,0,0,1,53.6
"ITIS:180203","Tamias senex","Tamias senex",0,0,0,0,0,0,50,0,50,0,0,0,1,89.35
"ITIS:180205","Tamias sonomae","Tamias sonomae",0,0,0,0,0,0,50,0,50,0,0,0,1,75
"ITIS:180209","Tamias umbrinus","Tamias umbrinus",0,0,0,0,0,0,50,0,50,0,0,0,1,63
"ITIS:180204","Tamias siskiyou","Tamias siskiyou",0,0,0,0,0,0,50,0,50,0,0,0,1,75
"ITIS:180199","Tamias panamintinus","Tamias panamintinus",0,0,0,0,0,0,50,0,50,0,0,0,1,52.3
"ITIS:180208","Tamias townsendii","Tamias townsendii",0,0,0,0,0,0,50,0,50,0,0,0,1,74.78
"ITIS:180192","Tamias cinereicollis","Tamias cinereicollis",0,0,0,0,0,0,50,0,50,0,0,0,1,61.7
"ITIS:180190","Tamias amoenus","Tamias amoenus",0,0,0,0,0,0,50,0,50,0,0,0,1,50.5
"ITIS:632475","Tamias bulleri","Tamias bulleri",0,0,0,0,0,0,50,0,50,0,0,0,1,100
"ITIS:180198","Tamias palmeri","Tamias palmeri",0,0,0,0,0,0,50,0,50,0,0,0,1,69.4
"ITIS:180206","Tamias speciosus","Tamias speciosus",0,0,0,0,0,0,50,0,50,0,0,0,1,62
"ITIS:180189","Tamias alpinus","Tamias alpinus",0,0,0,0,0,0,50,0,50,0,0,0,1,36.55
"ITIS:180193","Tamias dorsalis","Tamias dorsalis",0,0,0,0,0,0,50,0,50,0,0,0,1,71.1
"ITIS:632476","Tamias durangae","Tamias durangae",0,0,0,0,0,0,50,0,50,0,0,0,1,85
"ITIS:180194","Tamias merriami","Tamias merriami",0,0,0,0,0,0,50,0,50,0,0,0,1,74.8
"ITIS:180195","Tamias minimus","Tamias minimus",0,0,0,0,0,0,50,0,50,0,0,0,1,135.27
"ITIS:180196","Tamias obscurus","Tamias obscurus",0,0,0,0,0,0,50,0,50,0,0,0,1,73
"ITIS:180197","Tamias ochrogenys","Tamias ochrogenys",0,0,0,0,0,0,50,0,50,0,0,0,1,91.7
"ITIS:180191","Tamias canipes","Tamias canipes",0,0,0,0,0,0,50,0,50,0,0,0,1,70.4
"ITIS:584956","Graphiurus lorraineus","Graphiurus lorraineus",20,20,0,0,20,0,20,0,20,0,1,0,0,27
"ITIS:584965","Graphiurus surdus","Graphiurus surdus",20,20,0,0,20,0,20,0,20,0,1,0,0,20.01
"ITIS:584964","Graphiurus rupicola","Graphiurus rupicola",20,20,0,0,20,0,20,0,20,0,1,0,0,24.53
"ITIS:584963","Graphiurus platyops","Graphiurus platyops",20,20,0,0,20,0,20,0,20,0,1,0,0,46.1
"ITIS:584960","Graphiurus ocularis","Graphiurus ocularis",20,20,0,0,20,0,20,0,20,0,1,0,0,30.3
"ITIS:584959","Graphiurus murinus","Graphiurus murinus",20,20,0,0,20,0,20,0,20,0,1,0,0,19.08
"ITIS:584955","Graphiurus kelleni","Graphiurus kelleni",20,20,0,0,20,0,20,0,20,0,1,0,0,10.5
"ITIS:951300","Graphiurus johnstoni","Graphiurus johnstoni",20,20,0,0,20,0,20,0,20,0,1,0,0,23.96
"ITIS:584952","Graphiurus christyi","Graphiurus christyi",20,20,0,0,20,0,20,0,20,0,1,0,0,23.83
"ITIS:951299","Graphiurus angolensis","Graphiurus angolensis",20,20,0,0,20,0,20,0,20,0,1,0,0,23.96
"ITIS:584957","Graphiurus microtis","Graphiurus microtis",20,20,0,0,20,0,20,0,20,0,1,0,0,25.18
"ITIS:584958","Graphiurus monardi","Graphiurus monardi",20,20,0,0,20,0,20,0,20,0,1,0,0,25.05
"ITIS:951301","Graphiurus nagtglasii","Graphiurus nagtglasii",20,20,0,0,20,0,20,0,20,0,1,0,0,30
"ITIS:584953","Graphiurus crassicaudatus","Graphiurus crassicaudatus",20,20,0,0,20,0,20,0,20,0,1,0,0,38.22
"ITIS:951302","Chaetocauda sichuanensis","Chaetocauda sichuanensis",10,10,0,0,10,0,20,0,30,20,1,0,0,31.51
"ITIS:584967","Dryomys nitedula","Dryomys nitedula",10,10,0,0,10,0,20,0,30,20,1,0,0,33.6
"ITIS:584966","Dryomys laniger","Dryomys laniger",10,10,0,0,10,0,20,0,30,20,1,0,0,20
"ITIS:951303","Dryomys niethammeri","Dryomys niethammeri",10,10,0,0,10,0,20,0,30,20,1,0,0,25.92
"ITIS:584969","Eliomys melanurus","Eliomys melanurus",30,30,0,0,0,0,20,0,20,0,1,0,0,98.7
"ITIS:951304","Eliomys munbyanus","Eliomys munbyanus",30,30,0,0,0,0,20,0,20,0,1,0,0,106.54
"ITIS:584970","Eliomys quercinus","Eliomys quercinus",30,30,0,0,0,0,20,0,20,0,1,0,0,115
"ITIS:584974","Muscardinus avellanarius","Muscardinus avellanarius",10,0,0,0,0,0,10,70,0,10,1,0,0,27.5
"ITIS:584973","Myomimus setzeri","Myomimus setzeri",10,20,0,0,10,0,30,0,30,0,1,0,0,37.74
"ITIS:584971","Myomimus personatus","Myomimus personatus",10,20,0,0,10,0,30,0,30,0,1,0,0,37.48
"ITIS:584972","Myomimus roachi","Myomimus roachi",10,20,0,0,10,0,30,0,30,0,1,0,0,36.99
"ITIS:584977","Selevinia betpakdalaensis","Selevinia betpakdalaensis",100,0,0,0,0,0,0,0,0,0,1,1,0,28
"ITIS:584975","Glirulus japonicus","Glirulus japonicus",30,0,0,0,20,0,30,0,20,0,1,0,0,62.99
"ITIS:951305","Glis glis","Glis glis",0,0,0,0,0,0,40,0,60,0,1,1,0,128.09
"ITIS:900162","Cratogeomys merriami","Cratogeomys merriami",0,0,0,0,0,0,0,0,0,100,1,1,0,419.99
"ITIS:900608","Cratogeomys gymnurus","Cratogeomys gymnurus",0,0,0,0,0,0,0,0,0,100,1,1,0,599.99
"ITIS:900160","Cratogeomys fumosus","Cratogeomys fumosus",0,0,0,0,0,0,0,0,0,100,1,1,0,150
"ITIS:900159","Cratogeomys goldmani","Cratogeomys goldmani",0,0,0,0,0,0,0,0,0,100,1,0,0,71.51
